tuition_in_state_usd,tuition_out_of_state_usd,admission_rate,sat_average,act_midpoint,name,city,state,country,source
,,,,,The Salon Professional Academy,Dagsboro,DE,United States,collegescorecard.ed.gov
,,,,,Dragon Rises College of Oriental Medicine,Bradenton,FL,United States,collegescorecard.ed.gov
,,0.8037,,,SABER College,Miami,FL,United States,collegescorecard.ed.gov
14580.0,14580.0,,,,Taylor College,Ocala,FL,United States,collegescorecard.ed.gov
,,,,,Denmark College,Merrillville,IN,United States,collegescorecard.ed.gov
15575.0,15575.0,0.375,,,Louisiana Culinary Institute,Baton Rouge,LA,United States,collegescorecard.ed.gov
8100.0,8100.0,0.5765,,,Bais Medrash Toras Chesed,Lakewood,NJ,United States,collegescorecard.ed.gov
,,,,,Ace Institute of Technology,New York,NY,United States,collegescorecard.ed.gov
,,,,,New Age Training,New York,NY,United States,collegescorecard.ed.gov
18122.0,18122.0,,,,Dayton School of Medical Massage,Dayton,OH,United States,collegescorecard.ed.gov
18850.0,18850.0,,,,ATA College,Tulsa,OK,United States,collegescorecard.ed.gov
22000.0,22000.0,0.2803,1050.0,19.0,Visible Music College,Memphis,TN,United States,collegescorecard.ed.gov
,,,,,CCI Training Center-Arlington,Arlington,TX,United States,collegescorecard.ed.gov
,,,,,Southeast Texas Career Institute,Silsbee,TX,United States,collegescorecard.ed.gov
,,,,,Southwest Technical College,Cedar City,UT,United States,collegescorecard.ed.gov
,,,,,Virginia Beach Theological Seminary,Virginia Beach,VA,United States,collegescorecard.ed.gov
,,0.7286,,,Milwaukee Career College,Milwaukee,WI,United States,collegescorecard.ed.gov
15446.0,15446.0,1.0,,,University of the West,Rosemead,CA,United States,collegescorecard.ed.gov
,,,,,American College of Education,Indianapolis,IN,United States,collegescorecard.ed.gov
18145.0,18145.0,,,,South University-Tampa,Tampa,FL,United States,collegescorecard.ed.gov
,,,,,Milan Institute of Cosmetology-San Antonio Military,San Antonio,TX,United States,collegescorecard.ed.gov
,,,,,Appalachian College of Pharmacy,Oakwood,VA,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Tampa,Tampa,FL,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-San Diego,San Diego,CA,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Michigan,Sterling Heights,MI,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Sherman Oaks,Sherman Oaks,CA,United States,collegescorecard.ed.gov
14935.0,14935.0,,,,Fortis College-Columbus,Westerville,OH,United States,collegescorecard.ed.gov
14763.0,14763.0,,,,Fortis College-Cincinnati,Cincinnati,OH,United States,collegescorecard.ed.gov
,,,,,Blue Cliff College-Alexandria,Alexandria,LA,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-Delaware,Wilmington,DE,United States,collegescorecard.ed.gov
,,,,,Brite Divinity School,Fort Worth,TX,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-Alabama,Birmingham,AL,United States,collegescorecard.ed.gov
,,,,,Brown Aveda Institute-Strongsville,Strongsville,OH,United States,collegescorecard.ed.gov
,,,,,Clary Sage College,Tulsa,OK,United States,collegescorecard.ed.gov
,,,,,Rasmussen University-Wisconsin,Green Bay,WI,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Richmond,Richmond,VA,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-North Hills,Pittsburgh,PA,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Concord,Concord,NC,United States,collegescorecard.ed.gov
,,,,,Lexington Healing Arts Academy,Lexington,KY,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Hooksett,Hooksett,NH,United States,collegescorecard.ed.gov
,,,,,The Institute of Beauty and Wellness,Milwaukee,WI,United States,collegescorecard.ed.gov
,,,,,Carrington College-Stockton,Stockton,CA,United States,collegescorecard.ed.gov
,,,,,Trend Barber College,Houston,TX,United States,collegescorecard.ed.gov
6760.0,6760.0,,,,Columbia Southern University,Orange Beach,AL,United States,collegescorecard.ed.gov
,,,,,Arizona Culinary Institute,Scottsdale,AZ,United States,collegescorecard.ed.gov
,,,,,Healthcare Career College,Paramount,CA,United States,collegescorecard.ed.gov
,,,,,Coastline Beauty College,Fountain Valley,CA,United States,collegescorecard.ed.gov
,,,,,Branford Academy of Hair & Cosmetology,Branford,CT,United States,collegescorecard.ed.gov
,,,,,Academy of Massage and Bodywork,Bear,DE,United States,collegescorecard.ed.gov
,,,,,Academy for Five Element Acupuncture,Gainesville,FL,United States,collegescorecard.ed.gov
,,,,,Academy of Career Training,Kissimmee,FL,United States,collegescorecard.ed.gov
,,,,,Miami Regional University,Miami Springs,FL,United States,collegescorecard.ed.gov
,,,,,Aveda Institute-South Florida,Davie,FL,United States,collegescorecard.ed.gov
,,,,,Aveda Institute-Tampa Bay,Clearwater,FL,United States,collegescorecard.ed.gov
,,,,,Shear Excellence Hair Academy,Tampa,FL,United States,collegescorecard.ed.gov
,,,,,Carlson College of Massage Therapy,Anamosa,IA,United States,collegescorecard.ed.gov
,,,,,MyComputerCareer at Indianapolis,Indianapolis,IN,United States,collegescorecard.ed.gov
,,1.0,,,Z Hair Academy,Overland Park,KS,United States,collegescorecard.ed.gov
,,,,,DiGrigoli School of Cosmetology,West Springfield,MA,United States,collegescorecard.ed.gov
,,,,,Elevate Salon Institute,Royal Oak,MI,United States,collegescorecard.ed.gov
,,,,,Lakewood School of Therapeutic Massage,Port Huron,MI,United States,collegescorecard.ed.gov
,,,,,The Salon Professional Academy-Battle Creek,Battle Creek,MI,United States,collegescorecard.ed.gov
,,,,,Trend Setters School,Cape Girardeau,MO,United States,collegescorecard.ed.gov
,,,,,Academy of Hair Design-Springfield,Springfield,MO,United States,collegescorecard.ed.gov
,,,,,Corinth Academy of Cosmetology,Corinth,MS,United States,collegescorecard.ed.gov
25080.0,25080.0,0.9367,,,Southeastern College-Charlotte,Charlotte,NC,United States,collegescorecard.ed.gov
11450.0,11450.0,0.8621,,,Yeshivas Be'er Yitzchok,Elizabeth,NJ,United States,collegescorecard.ed.gov
12750.0,12750.0,0.4425,,,Yeshiva Toras Chaim,Lakewood,NJ,United States,collegescorecard.ed.gov
13200.0,13200.0,0.9787,,,Talmudical Seminary of Bobov,Brooklyn,NY,United States,collegescorecard.ed.gov
,,0.1852,,,Center for Allied Health Education,Brooklyn,NY,United States,collegescorecard.ed.gov
,,,,,Aveda Fredric's Institute-Cincinnati,West Chester,OH,United States,collegescorecard.ed.gov
,,,,,MyComputerCareer at Columbus,Columbus,OH,United States,collegescorecard.ed.gov
,,,,,CDE Career Institute,Tannersville,PA,United States,collegescorecard.ed.gov
,,,,,Instituto Educativo Premier,Ponce,PR,United States,collegescorecard.ed.gov
,,,,,Charleston School of Law,Charleston,SC,United States,collegescorecard.ed.gov
,,,,,Elite College of Cosmetology,Lexington,TN,United States,collegescorecard.ed.gov
,,,,,Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,United States,collegescorecard.ed.gov
16000.0,16000.0,,,,Southwest University at El Paso,El Paso,TX,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Austin,Austin,TX,United States,collegescorecard.ed.gov
,,,,,Aveda Institute-Provo,Provo,UT,United States,collegescorecard.ed.gov
,,,,,Dixie Technical College,Saint George,UT,United States,collegescorecard.ed.gov
,,,,,Victoria's Academy of Cosmetology,Kennewick,WA,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-San Antonio,San Antonio,TX,United States,collegescorecard.ed.gov
20288.0,20288.0,,,,Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,United States,collegescorecard.ed.gov
16926.0,16926.0,,,,Remington College-Houston Southeast Campus,League City,TX,United States,collegescorecard.ed.gov
16245.0,16245.0,,,,Remington College-Shreveport Campus,Shreveport,LA,United States,collegescorecard.ed.gov
,,,,,TC Beauty,Johnson City,TN,United States,collegescorecard.ed.gov
28425.0,28425.0,0.7744,1352.0,30.0,Patrick Henry College,Purcellville,VA,United States,collegescorecard.ed.gov
,,,,,The Hair Academy,Bismarck,ND,United States,collegescorecard.ed.gov
,,,,,Ross Medical Education Center-New Baltimore,New Baltimore,MI,United States,collegescorecard.ed.gov
,,,,,Ross College-Sylvania,Sylvania,OH,United States,collegescorecard.ed.gov
3850.0,3850.0,1.0,,,Escuela De Troqueleria Y Herramentaje,Bayamon,PR,United States,collegescorecard.ed.gov
15627.0,15627.0,,,,Fortis Institute-Nashville,Nashville,TN,United States,collegescorecard.ed.gov
14250.0,14250.0,,,,ATA College-Cincinnati,Cincinnati,OH,United States,collegescorecard.ed.gov
,,,,,Dental Assistant Pro LLC-Columbus,Westerville,OH,United States,collegescorecard.ed.gov
,,,,,Dental Assistant Pro-Lebanon,Lebanon,OH,United States,collegescorecard.ed.gov
,,,,,Elite Welding Academy LLC,Cincinnati,OH,United States,collegescorecard.ed.gov
18048.0,18048.0,,,,Galen College of Nursing-Cincinnati,Cincinnati,OH,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-North Carolina,Greensboro,NC,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-New Jersey,Piscataway,NJ,United States,collegescorecard.ed.gov
,,,,,International Culinary Arts and Sciences Institute,Chesterland,OH,United States,collegescorecard.ed.gov
,,,,,Ohio Media School-Columbus,Columbus,OH,United States,collegescorecard.ed.gov
,,,,,Ohio Medical Career College,Dayton,OH,United States,collegescorecard.ed.gov
21536.0,21536.0,0.8264,,,Chamberlain University-Illinois,Addison,IL,United States,collegescorecard.ed.gov
19975.0,19975.0,0.875,,,Chamberlain University-Ohio,Columbus,OH,United States,collegescorecard.ed.gov
20785.0,20785.0,0.9091,,,Chamberlain University-Arizona,Phoenix,AZ,United States,collegescorecard.ed.gov
,,,,,The Salon Professional Academy-Appleton,Appleton,WI,United States,collegescorecard.ed.gov
,,,,,Milan Institute of Cosmetology-Vacaville,Vacaville,CA,United States,collegescorecard.ed.gov
,,,,,Milan Institute of Cosmetology-Reno,Reno,NV,United States,collegescorecard.ed.gov
13296.0,13296.0,,,,Ottawa University-Online,Overland Park,KS,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Esani,Roswell,GA,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Birmingham,Hoover,AL,United States,collegescorecard.ed.gov
,,,,,Taft University System,Denver,CO,United States,collegescorecard.ed.gov
,,,,,Mayfield College,Cathedral City,CA,United States,collegescorecard.ed.gov
,,,,,Academy of Esthetics and Cosmetology,San Fernando,CA,United States,collegescorecard.ed.gov
,,,,,Borner's Barber College,Los Angeles,CA,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Pasadena,Pasadena,CA,United States,collegescorecard.ed.gov
,,,,,San Francisco Institute of Esthetics & Cosmetology Inc,San Francisco,CA,United States,collegescorecard.ed.gov
,,,,,Laurus College,San Luis Obispo,CA,United States,collegescorecard.ed.gov
,,,,,Healing Hands School of Holistic Health,Escondido,CA,United States,collegescorecard.ed.gov
,,,,,Career Development Institute Inc,Los Angeles,CA,United States,collegescorecard.ed.gov
,,,,,Auguste Escoffier School of Culinary Arts-Boulder,Boulder,CO,United States,collegescorecard.ed.gov
6870.0,6870.0,,,,Aspen University,Phoenix,AZ,United States,collegescorecard.ed.gov
,,,,,Institute of Taoist Education and Acupuncture,Louisville,CO,United States,collegescorecard.ed.gov
,,,,,Denver College of Nursing,Denver,CO,United States,collegescorecard.ed.gov
18168.0,18168.0,,,,Cambridge College of Healthcare & Technology,Delray Beach,FL,United States,collegescorecard.ed.gov
,,,,,Cozmo Beauty School,Bonita Springs,FL,United States,collegescorecard.ed.gov
,,,,,Celebrity School of Beauty,Miami,FL,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Atlanta,Atlanta,GA,United States,collegescorecard.ed.gov
,,,,,Evans Hairstyling College-Rexburg,Rexburg,ID,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Rexburg,Rexburg,ID,United States,collegescorecard.ed.gov
,,,,,University of Aesthetics & Cosmetology,Chicago,IL,United States,collegescorecard.ed.gov
,,,,,The University of Aesthetics & Cosmetology,Downers Grove,IL,United States,collegescorecard.ed.gov
,,,,,Tricoci University of Beauty Culture-Chicago NW,Chicago,IL,United States,collegescorecard.ed.gov
,,,,,Tricoci University of Beauty Culture-Glendale Heights,Glendale Heights,IL,United States,collegescorecard.ed.gov
,,,,,Tricoci University of Beauty Culture-Peoria,Peoria,IL,United States,collegescorecard.ed.gov
,,,,,Tricoci University of Beauty Culture-Rockford,Rockford,IL,United States,collegescorecard.ed.gov
,,,,,The Omega Studios' School of Applied Arts & Sciences,Rockville,MD,United States,collegescorecard.ed.gov
,,,,,French Academy of Cosmetology,Spring Lake,MI,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Springfield,Springfield,MO,United States,collegescorecard.ed.gov
,,,,,Urshan Graduate School of Theology,Wentzville,MO,United States,collegescorecard.ed.gov
,,,,,Mississippi Institute of Aesthetics Nails & Cosmetology,Clinton,MS,United States,collegescorecard.ed.gov
3446.0,7454.0,,,,College of Western Idaho,Nampa,ID,United States,collegescorecard.ed.gov
,,,,,Aveda Institute-Chapel Hill,Chapel Hill,NC,United States,collegescorecard.ed.gov
,,,,,Daoist Traditions College of Chinese Medical Arts,Asheville,NC,United States,collegescorecard.ed.gov
,,,,,Total Image Beauty Academy,Union City,NJ,United States,collegescorecard.ed.gov
,,0.6763,1058.0,,Jersey College,Teterboro,NJ,United States,collegescorecard.ed.gov
,,,,,American Institute of Medical Sciences & Education,Piscataway,NJ,United States,collegescorecard.ed.gov
,,,,,Casal Institute of Nevada,Las Vegas,NV,United States,collegescorecard.ed.gov
,,,,,Career School of NY,Staten Island,NY,United States,collegescorecard.ed.gov
10800.0,10800.0,0.7006,,,Yeshiva of Machzikai Hadas,Brooklyn,NY,United States,collegescorecard.ed.gov
,,,,,Aveda Institute-Columbus,Columbus,OH,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Cincinnati,Cincinnati,OH,United States,collegescorecard.ed.gov
,,,,,Hands on Therapy,Mesquite,TX,United States,collegescorecard.ed.gov
,,,,,MediaTech Institute-Dallas,Dallas,TX,United States,collegescorecard.ed.gov
,,,,,Aveda Arts & Sciences Institute-San Antonio,San Antonio,TX,United States,collegescorecard.ed.gov
,,,,,Skin Science Institute,Sandy,UT,United States,collegescorecard.ed.gov
,,,,,Pacific Northwest University of Health Sciences,Yakima,WA,United States,collegescorecard.ed.gov
,,,,,The Chicago School at Anaheim,Anaheim,CA,United States,collegescorecard.ed.gov
,,,,,Fortis College-Dothan,Dothan,AL,United States,collegescorecard.ed.gov
15069.0,15069.0,,,,Fortis Institute-Pensacola,Pensacola,FL,United States,collegescorecard.ed.gov
,,,,,Fortis College-Montgomery,Montgomery,AL,United States,collegescorecard.ed.gov
1124.0,7656.0,,,,Woodland Community College,Woodland,CA,United States,collegescorecard.ed.gov
15335.0,15335.0,,,,Fortis Institute-Birmingham,Birmingham,AL,United States,collegescorecard.ed.gov
21780.0,21780.0,0.4634,,,The Chicago School at Los Angeles,Los Angeles,CA,United States,collegescorecard.ed.gov
,,,,,Cardiac and Vascular Institute of Ultrasound,Mobile,AL,United States,collegescorecard.ed.gov
,,,,,Alturas Cosmetology of Arizona LLC,Chandler,AZ,United States,collegescorecard.ed.gov
,,,,,California Nurses Educational Institute,Rancho Mirage,CA,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Sacramento,Sacramento,CA,United States,collegescorecard.ed.gov
36963.0,36963.0,1.0,,,Providence Christian College,Pasadena,CA,United States,collegescorecard.ed.gov
,,,,,Oxford Academy of Hair Design Inc,Seymour,CT,United States,collegescorecard.ed.gov
,,,,,Institute of World Politics,Washington,DC,United States,collegescorecard.ed.gov
,,,,,Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,United States,collegescorecard.ed.gov
,,,,,Medical Institute of Palm Beach,Greenacres,FL,United States,collegescorecard.ed.gov
,,,,,Oliver Finley Academy of Cosmetology,Boise,ID,United States,collegescorecard.ed.gov
,,,,,National Career College,Panorama City,CA,United States,collegescorecard.ed.gov
,,,,,The Aveda Institute of Beauty and Wellness Chicago,Chicago,IL,United States,collegescorecard.ed.gov
,,,,,Tricoci University of Beauty Culture-Libertyville,Libertyville,IL,United States,collegescorecard.ed.gov
,,,,,Tricoci University of Beauty Culture-Bridgeview,Bridgeview,IL,United States,collegescorecard.ed.gov
,,,,,The Temple-A Paul Mitchell Partner School,Frederick,MD,United States,collegescorecard.ed.gov
,,,,,Center for Massage,Asheville,NC,United States,collegescorecard.ed.gov
,,,,,The Academy of Hair Design LLC,Oklahoma City,OK,United States,collegescorecard.ed.gov
,,,,,COLLECTIV Academy-Cranston,Cranston,RI,United States,collegescorecard.ed.gov
13566.0,13566.0,,,,South Texas Training Center,Pharr,TX,United States,collegescorecard.ed.gov
,,,,,Columbia College,Vienna,VA,United States,collegescorecard.ed.gov
,,,,,Vermont College of Fine Arts,Montpelier,VT,United States,collegescorecard.ed.gov
,,,,,Advanced Welding Institute,South Burlington,VT,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Memphis,Memphis,TN,United States,collegescorecard.ed.gov
,,,,,Pima Medical Institute-East Valley,Mesa,AZ,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Cleveland,Twinsburg,OH,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Columbus,Columbus,OH,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Spring Lake Park,Spring Lake Park,MN,United States,collegescorecard.ed.gov
,,,,,Miller-Motte College-Raleigh,Raleigh,NC,United States,collegescorecard.ed.gov
,,,,,Lamson Institute,San Antonio,TX,United States,collegescorecard.ed.gov
13474.0,13474.0,,,,Fortis College-Salt Lake City,Salt Lake City,UT,United States,collegescorecard.ed.gov
14367.0,14367.0,,,,Polytechnic University of Puerto Rico-Miami,Miami,FL,United States,collegescorecard.ed.gov
14547.0,14547.0,,,,Polytechnic University of Puerto Rico-Orlando,Orlando,FL,United States,collegescorecard.ed.gov
,,,,,Ross Medical Education Center-Fort Wayne,Fort Wayne,IN,United States,collegescorecard.ed.gov
,,,,,Ross Medical Education Center-Battle Creek,Battle Creek,MI,United States,collegescorecard.ed.gov
15886.0,15886.0,,,,Geisinger Commonwealth School of Medicine,Scranton,PA,United States,collegescorecard.ed.gov
,,,,,Josef's School of Hair Skin & Body-Fargo,Fargo,ND,United States,collegescorecard.ed.gov
,,,,,Miller-Motte College-Berks Technical Institute-Allentown,Allentown,PA,United States,collegescorecard.ed.gov
,,,,,Salon Success Academy-Fontana,Fontana,CA,United States,collegescorecard.ed.gov
,,,,,Salon Success Academy-Redlands,Redlands,CA,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-West Virginia,Scott Depot,WV,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Baton Rouge,Baton Rouge,LA,United States,collegescorecard.ed.gov
,,,,,San Joaquin Valley College-Hesperia,Hesperia,CA,United States,collegescorecard.ed.gov
,,,,,South Texas Vocational Technical Institute-Brownsville,Brownsville,TX,United States,collegescorecard.ed.gov
,,,,,Miller-Motte College-STVT-Corpus Christi,Corpus Christi,TX,United States,collegescorecard.ed.gov
15016.0,15016.0,0.71,1183.0,26.0,University of Minnesota-Rochester,Rochester,MN,United States,collegescorecard.ed.gov
14030.0,14030.0,,,,College of Business and Technology,Cutler Bay,FL,United States,collegescorecard.ed.gov
,,,,,Capri Beauty College,New Lenox,IL,United States,collegescorecard.ed.gov
,,,,,Milan Institute-Bakersfield,Bakersfield,CA,United States,collegescorecard.ed.gov
,,,,,Homestead Schools,Torrance,CA,United States,collegescorecard.ed.gov
,,,,,Carrington College-Las Vegas,Las Vegas,NV,United States,collegescorecard.ed.gov
,,,,,Carrington College-Reno,Reno,NV,United States,collegescorecard.ed.gov
19975.0,19975.0,0.9091,,,Chamberlain University-Florida,Jacksonville,FL,United States,collegescorecard.ed.gov
,,,,,Washington Barber College Inc,Little Rock,AR,United States,collegescorecard.ed.gov
,,,,,InterCoast Colleges-Rancho Cordova,Rancho Cordova,CA,United States,collegescorecard.ed.gov
9840.0,9840.0,,,,Horizon University,Indianapolis,IN,United States,collegescorecard.ed.gov
,,,,,Beyond 21st Century Beauty Academy,Santa Fe Springs,CA,United States,collegescorecard.ed.gov
,,,,,Academy for Jewish Religion California,Los Angeles,CA,United States,collegescorecard.ed.gov
,,,,,Angeles College,Los Angeles,CA,United States,collegescorecard.ed.gov
,,,,,Angeles Institute,ARTESIA,CA,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Temecula,Temecula,CA,United States,collegescorecard.ed.gov
,,,,,TIGI Hairdressing Academy Guilford,Guilford,CT,United States,collegescorecard.ed.gov
,,,,,International Institute of Cosmetology,Wethersfield,CT,United States,collegescorecard.ed.gov
,,,,,Florida School of Traditional Midwifery,Gainesville,FL,United States,collegescorecard.ed.gov
,,,,,Emerald Coast Technical College,DeFuniak Springs,FL,United States,collegescorecard.ed.gov
,,,,,Immokalee Technical College,Immokalee,FL,United States,collegescorecard.ed.gov
,,,,,American Academy of Cosmetology,Orange Park,FL,United States,collegescorecard.ed.gov
9810.0,9810.0,,,,University of Fort Lauderdale,Lauderhill,FL,United States,collegescorecard.ed.gov
16757.0,16757.0,,,,Aviation Institute of Maintenance-Orlando,Casselberry,FL,United States,collegescorecard.ed.gov
,,,,,Summit Salon Academy,Tampa,FL,United States,collegescorecard.ed.gov
,,,,,Summit Salon Academy-Gainesville,Gainesville,FL,United States,collegescorecard.ed.gov
,,,,,Tenaj Salon Institute,The Villages,FL,United States,collegescorecard.ed.gov
,,,,,Profile Institute of Barber-Styling,Atlanta,GA,United States,collegescorecard.ed.gov
,,,,,Keune Academy by 124,Lawrenceville,GA,United States,collegescorecard.ed.gov
13580.0,13580.0,,,,Pacific Rim Christian University,Honolulu,HI,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Twin Falls,TWIN FALLS,ID,United States,collegescorecard.ed.gov
,,,,,Ambria College of Nursing,Hoffman Estates,IL,United States,collegescorecard.ed.gov
,,,,,Midwestern Career College,Chicago,IL,United States,collegescorecard.ed.gov
,,,,,Aveda Fredric's Institute-Indianapolis,Carmel,IN,United States,collegescorecard.ed.gov
,,,,,Summit Salon Academy,Anderson,IN,United States,collegescorecard.ed.gov
,,,,,Eric Fisher Academy,Wichita,KS,United States,collegescorecard.ed.gov
,,,,,My Le's Beauty College,Gretna,LA,United States,collegescorecard.ed.gov
,,,,,Blackstone Valley Vocational Regional School District,Upton,MA,United States,collegescorecard.ed.gov
,,,,,L'esprit Academy,Canton,MI,United States,collegescorecard.ed.gov
,,,,,Marketti Academy of Cosmetology,Waterford,MI,United States,collegescorecard.ed.gov
,,,,,Avalon School of Cosmetology,Worthington,MN,United States,collegescorecard.ed.gov
6600.0,6600.0,,,,City Vision University,Kansas City,MO,United States,collegescorecard.ed.gov
,,,,,Montana Academy of Salons,Great Falls,MT,United States,collegescorecard.ed.gov
,,,,,National Career Institute,East Orange,NJ,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Albuquerque,Albuquerque,NM,United States,collegescorecard.ed.gov
,,,,,International Academy of Style,Reno,NV,United States,collegescorecard.ed.gov
,,,,,EDP School,Brooklyn,NY,United States,collegescorecard.ed.gov
,,1.0,,,New York Medical Career Training Center,Flushing,NY,United States,collegescorecard.ed.gov
,,,,,Institute of Culinary Education,New York,NY,United States,collegescorecard.ed.gov
,,,,,The Salon Professional Academy-Tonawanda,Tonawanda,NY,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-NYC,Staten Island,NY,United States,collegescorecard.ed.gov
,,,,,Four County Career Center,Archbold,OH,United States,collegescorecard.ed.gov
,,,,,Summit Salon Academy-Perrysburg,Perrysburg,OH,United States,collegescorecard.ed.gov
12115.0,12115.0,0.75,,,Portland Actors Conservatory,Portland,OR,United States,collegescorecard.ed.gov
,,,,,Somerset County Technology Center,Somerset,PA,United States,collegescorecard.ed.gov
,,,,,Metro Beauty Academy,Allentown,PA,United States,collegescorecard.ed.gov
,,,,,Academy for Careers and Technology,Mullins,SC,United States,collegescorecard.ed.gov
,,,,,Love Beauty School Inc,Manchester,TN,United States,collegescorecard.ed.gov
,,,,,DuVall's School of Cosmetology,Bedford,TX,United States,collegescorecard.ed.gov
,,,,,Texas Beauty College,Haltom city,TX,United States,collegescorecard.ed.gov
,,,,,Avenue Five Institute,Austin,TX,United States,collegescorecard.ed.gov
,,,,,The Salon Professional Academy-Lewisville,Lewisville,TX,United States,collegescorecard.ed.gov
,,,,,Renaissance Academie,Provo,UT,United States,collegescorecard.ed.gov
8550.0,8550.0,,,,Ascent College,Gainesville,VA,United States,collegescorecard.ed.gov
,,,,,Institute of Advanced Medical Esthetics,Ashland,VA,United States,collegescorecard.ed.gov
,,,,,Aveda Arts & Sciences Institute Seattle,Seattle,WA,United States,collegescorecard.ed.gov
20025.0,20025.0,,,,Northwest School of Wooden Boat Building,Port Hadlock,WA,United States,collegescorecard.ed.gov
,,,,,The Salon Professional Academy-Onalaska,Onalaska,WI,United States,collegescorecard.ed.gov
22506.0,22506.0,,,,West Coast University-Anaheim-Orange County,Anaheim,CA,United States,collegescorecard.ed.gov
36854.0,36854.0,,,,West Coast University-Ontario,Ontario,CA,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Chicago,Chicago,IL,United States,collegescorecard.ed.gov
,,,,,Miller-Motte College-Fayetteville,Fayetteville,NC,United States,collegescorecard.ed.gov
,,,,,European Massage Therapy School-Las Vegas,Las Vegas,NV,United States,collegescorecard.ed.gov
,,,,,Miller-Motte College-Columbus,Columbus,GA,United States,collegescorecard.ed.gov
15072.0,15072.0,,,,Fortis College-Indianapolis,Indianapolis,IN,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-E Memphis,Memphis,TN,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Nashville,Brentwood,TN,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Jackson,Jackson,TN,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Springfield,Springfield,PA,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Speedway,Speedway,IN,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Morrow,Morrow,GA,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-Arkansas,Little Rock,AR,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-Georgia,Chamblee,GA,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-Mississippi,Jackson,MS,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-South Carolina,Greenville,SC,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-Texas,Farmers Branch,TX,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Charlotte,Charlotte,NC,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Winston-Salem,Winston-Salem,NC,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-West Palm,West Palm Beach,FL,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Pineville,Charlotte,NC,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Phoenix,Phoenix,AZ,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Modesto,Modesto,CA,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Fresno,Fresno,CA,United States,collegescorecard.ed.gov
,,,,,Unitek College,Fremont,CA,United States,collegescorecard.ed.gov
,,,,,Gurnick Academy of Medical Arts,San Jose,CA,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-East Bay,Pleasant Hill,CA,United States,collegescorecard.ed.gov
