tuition_in_state_usd,tuition_out_of_state_usd,admission_rate,sat_average,act_midpoint,name,city,state,country,source
10024.0,18634.0,0.5795,938.0,18.0,Alabama A & M University,Normal,AL,United States,collegescorecard.ed.gov
9098.0,22562.0,0.8818,1258.0,27.0,University of Alabama at Birmingham,Birmingham,AL,United States,collegescorecard.ed.gov
7590.0,7590.0,,,,Amridge University,Montgomery,AL,United States,collegescorecard.ed.gov
12132.0,26408.0,0.6857,1319.0,28.0,University of Alabama in Huntsville,Huntsville,AL,United States,collegescorecard.ed.gov
11248.0,19576.0,0.9755,976.0,18.0,Alabama State University,Montgomery,AL,United States,collegescorecard.ed.gov
12180.0,34172.0,0.7665,1285.0,26.0,The University of Alabama,Tuscaloosa,AL,United States,collegescorecard.ed.gov
5110.0,8980.0,,,,Central Alabama Community College,Alexander City,AL,United States,collegescorecard.ed.gov
,,,,,Athens State University,Athens,AL,United States,collegescorecard.ed.gov
9700.0,20668.0,0.9157,1093.0,21.0,Auburn University at Montgomery,Montgomery,AL,United States,collegescorecard.ed.gov
12890.0,34922.0,0.4592,1345.0,,Auburn University,Auburn,AL,United States,collegescorecard.ed.gov
5100.0,8970.0,,,,Chattahoochee Valley Community College,Phenix City,AL,United States,collegescorecard.ed.gov
18145.0,18145.0,,,,South University-Montgomery,Montgomery,AL,United States,collegescorecard.ed.gov
5100.0,8970.0,,,,Enterprise State Community College,Enterprise,AL,United States,collegescorecard.ed.gov
5040.0,8910.0,,,,Coastal Alabama Community College,Bay Minette,AL,United States,collegescorecard.ed.gov
23920.0,23920.0,0.7307,1020.0,20.0,Faulkner University,Montgomery,AL,United States,collegescorecard.ed.gov
4272.0,7368.0,,,,Gadsden State Community College,Gadsden,AL,United States,collegescorecard.ed.gov
,,,,,New Beginning College of Cosmetology,Albertville,AL,United States,collegescorecard.ed.gov
4980.0,8850.0,,,,George C Wallace Community College-Dothan,Dothan,AL,United States,collegescorecard.ed.gov
5220.0,9090.0,,,,George C Wallace State Community College-Hanceville,Hanceville,AL,United States,collegescorecard.ed.gov
4740.0,8610.0,,,,George C Wallace State Community College-Selma,Selma,AL,United States,collegescorecard.ed.gov
13450.0,13450.0,0.9326,,,Herzing University-Birmingham,Birmingham,AL,United States,collegescorecard.ed.gov
29070.0,29070.0,0.6949,1142.0,22.0,Huntingdon College,Montgomery,AL,United States,collegescorecard.ed.gov
11982.0,11982.0,0.9,1020.0,,Heritage Christian University,Florence,AL,United States,collegescorecard.ed.gov
5190.0,9060.0,,,,J. F. Drake State Community and Technical College,Huntsville,AL,United States,collegescorecard.ed.gov
6084.0,6084.0,,,,J F Ingram State Technical College,Deatsville,AL,United States,collegescorecard.ed.gov
12894.0,23334.0,0.7769,1059.0,20.0,Jacksonville State University,Jacksonville,AL,United States,collegescorecard.ed.gov
5100.0,8970.0,,,,Jefferson State Community College,Birmingham,AL,United States,collegescorecard.ed.gov
5120.0,8990.0,,,,John C Calhoun State Community College,Tanner,AL,United States,collegescorecard.ed.gov
5040.0,8910.0,,,,Lawson State Community College,Birmingham,AL,United States,collegescorecard.ed.gov
10990.0,20090.0,0.4265,1015.0,19.0,University of West Alabama,Livingston,AL,United States,collegescorecard.ed.gov
5190.0,9060.0,,,,Lurleen B Wallace Community College,Andalusia,AL,United States,collegescorecard.ed.gov
9538.0,15538.0,0.9703,1068.0,22.0,Marion Military Institute,Marion,AL,United States,collegescorecard.ed.gov
13314.0,13314.0,,,,Miles College,Fairfield,AL,United States,collegescorecard.ed.gov
26910.0,26910.0,0.7789,1220.0,,University of Mobile,Mobile,AL,United States,collegescorecard.ed.gov
13948.0,26968.0,0.5385,,23.0,University of Montevallo,Montevallo,AL,United States,collegescorecard.ed.gov
5131.0,9001.0,,,,Northwest Shoals Community College,Muscle Shoals,AL,United States,collegescorecard.ed.gov
12120.0,22320.0,0.8731,,,University of North Alabama,Florence,AL,United States,collegescorecard.ed.gov
5040.0,8910.0,,,,Northeast Alabama Community College,Rainsville,AL,United States,collegescorecard.ed.gov
22512.0,22512.0,0.4522,,,Oakwood University,Huntsville,AL,United States,collegescorecard.ed.gov
5454.0,9324.0,,,,Reid State Technical College,Evergreen,AL,United States,collegescorecard.ed.gov
5340.0,9210.0,,,,Bishop State Community College,Mobile,AL,United States,collegescorecard.ed.gov
40150.0,40150.0,0.8236,1201.0,26.0,Samford University,Birmingham,AL,United States,collegescorecard.ed.gov
4800.0,4800.0,,,,Selma University,Selma,AL,United States,collegescorecard.ed.gov
5127.0,8997.0,,,,Shelton State Community College,Tuscaloosa,AL,United States,collegescorecard.ed.gov
5278.0,9664.0,,,,Snead State Community College,Boaz,AL,United States,collegescorecard.ed.gov
10116.0,19092.0,0.7096,1147.0,23.0,University of South Alabama,Mobile,AL,United States,collegescorecard.ed.gov
24054.0,24054.0,0.7657,1120.0,19.0,Spring Hill College,Mobile,AL,United States,collegescorecard.ed.gov
12126.0,12126.0,0.6225,,,Stillman College,Tuscaloosa,AL,United States,collegescorecard.ed.gov
15650.0,15650.0,0.8542,,,Talladega College,Talladega,AL,United States,collegescorecard.ed.gov
5190.0,9060.0,,,,H Councill Trenholm State Community College,Montgomery,AL,United States,collegescorecard.ed.gov
10176.0,20352.0,0.9604,1088.0,21.0,Troy University,Troy,AL,United States,collegescorecard.ed.gov
25386.0,25386.0,0.4868,1120.0,22.0,Tuskegee University,Tuskegee,AL,United States,collegescorecard.ed.gov
13800.0,13800.0,0.6137,,,United States Sports University,Daphne,AL,United States,collegescorecard.ed.gov
4734.0,8346.0,,,,Bevill State Community College,Jasper,AL,United States,collegescorecard.ed.gov
7738.0,21322.0,,,,University of Alaska Anchorage,Anchorage,AK,United States,collegescorecard.ed.gov
9730.0,9730.0,,,,Alaska Bible College,Palmer,AK,United States,collegescorecard.ed.gov
8736.0,22320.0,,,22.0,University of Alaska Fairbanks,Fairbanks,AK,United States,collegescorecard.ed.gov
7056.0,20640.0,0.6329,,,University of Alaska Southeast,Juneau,AK,United States,collegescorecard.ed.gov
20760.0,20760.0,0.9645,,,Alaska Pacific University,Anchorage,AK,United States,collegescorecard.ed.gov
,,,,,Alaska Vocational Technical Center,Seward,AK,United States,collegescorecard.ed.gov
18375.0,18375.0,,,,Charter College,Anchorage,AK,United States,collegescorecard.ed.gov
,,,,,Alaska Career College,Anchorage,AK,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Tucson,Tucson,AZ,United States,collegescorecard.ed.gov
,,,,,Carrington College-Phoenix North,Phoenix,AZ,United States,collegescorecard.ed.gov
,,,,,Carrington College-Mesa,Mesa,AZ,United States,collegescorecard.ed.gov
,,,,,Carrington College-Tucson,Tucson,AZ,United States,collegescorecard.ed.gov
,,,,,Miller-Motte College-Arizona Automotive Institute,Glendale,AZ,United States,collegescorecard.ed.gov
,,,,,Brookline College-Phoenix,Phoenix,AZ,United States,collegescorecard.ed.gov
12223.0,33139.0,0.8989,,,Arizona State University Campus Immersion,Tempe,AZ,United States,collegescorecard.ed.gov
3060.0,9870.0,,,,Arizona Western College,Yuma,AZ,United States,collegescorecard.ed.gov
13926.0,42278.0,0.8614,1246.0,25.0,University of Arizona,Tucson,AZ,United States,collegescorecard.ed.gov
2250.0,4500.0,,,,Central Arizona College,Coolidge,AZ,United States,collegescorecard.ed.gov
,,,,,Charles of Italy Beauty College,Lake Havasu City,AZ,United States,collegescorecard.ed.gov
2280.0,6120.0,,,,Cochise County Community College District,Sierra Vista,AZ,United States,collegescorecard.ed.gov
,,,,,Empire Beauty School-Chandler,Chandler,AZ,United States,collegescorecard.ed.gov
,,,,,Avalon Institute-Mesa,Mesa,AZ,United States,collegescorecard.ed.gov
2352.0,9552.0,,,,Eastern Arizona College,Thatcher,AZ,United States,collegescorecard.ed.gov
44149.0,44149.0,0.7658,1250.0,26.0,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,United States,collegescorecard.ed.gov
,,,,,The School of Architecture,Scottsdale,AZ,United States,collegescorecard.ed.gov
2358.0,8958.0,,,,Glendale Community College,Glendale,AZ,United States,collegescorecard.ed.gov
17850.0,17850.0,0.7891,1077.0,,Grand Canyon University,Phoenix,AZ,United States,collegescorecard.ed.gov
2358.0,8958.0,,,,GateWay Community College,Phoenix,AZ,United States,collegescorecard.ed.gov
2358.0,8958.0,,,,Mesa Community College,Mesa,AZ,United States,collegescorecard.ed.gov
2208.0,7968.0,,,,Mohave Community College,Kingman,AZ,United States,collegescorecard.ed.gov
,,,,,Universal Technical Institute-Phoenix,Avondale,AZ,United States,collegescorecard.ed.gov
1410.0,1410.0,,,,Dine College,Tsaile,AZ,United States,collegescorecard.ed.gov
13009.0,29881.0,0.8961,,,Northern Arizona University,Flagstaff,AZ,United States,collegescorecard.ed.gov
2232.0,10320.0,,,,Northland Pioneer College,Holbrook,AZ,United States,collegescorecard.ed.gov
2358.0,8958.0,,,,Phoenix College,Phoenix,AZ,United States,collegescorecard.ed.gov
2442.0,7758.0,,,,Pima Community College,Tucson,AZ,United States,collegescorecard.ed.gov
,,,,,Pima Medical Institute-Tucson,Tucson,AZ,United States,collegescorecard.ed.gov
,,,,,Pima Medical Institute-Albuquerque,Albuquerque,NM,United States,collegescorecard.ed.gov
35685.0,35685.0,0.9451,,,Prescott College,Prescott,AZ,United States,collegescorecard.ed.gov
,,,,,Refrigeration School Inc,Phoenix,AZ,United States,collegescorecard.ed.gov
2358.0,8958.0,,,,Rio Salado College,Tempe,AZ,United States,collegescorecard.ed.gov
,,,,,Roberto-Venn School of Luthiery,Phoenix,AZ,United States,collegescorecard.ed.gov
2358.0,8958.0,,,,Scottsdale Community College,Scottsdale,AZ,United States,collegescorecard.ed.gov
2358.0,8958.0,,,,South Mountain Community College,Phoenix,AZ,United States,collegescorecard.ed.gov
35098.0,35098.0,0.7062,,20.0,Arizona Christian University,Glendale,AZ,United States,collegescorecard.ed.gov
,,,,,Universal Technical Institute of Arizona Inc,Avondale,AZ,United States,collegescorecard.ed.gov
2948.0,9486.0,,,,Yavapai College,Prescott,AZ,United States,collegescorecard.ed.gov
9748.0,22158.0,0.5878,1049.0,22.0,University of Arkansas at Little Rock,Little Rock,AR,United States,collegescorecard.ed.gov
,,,,,University of Arkansas for Medical Sciences,Little Rock,AR,United States,collegescorecard.ed.gov
8760.0,8760.0,,,,Arkansas Baptist College,Little Rock,AR,United States,collegescorecard.ed.gov
,,,,,Arkansas Beauty School-Little Rock,Little Rock,AR,United States,collegescorecard.ed.gov
,,,,,Arkansas Beauty College,Russellville,AR,United States,collegescorecard.ed.gov
31000.0,31000.0,0.6276,,24.0,Lyon College,Batesville,AR,United States,collegescorecard.ed.gov
,,,,,Arkansas Technical School,North Little Rock,AR,United States,collegescorecard.ed.gov
10104.0,29966.0,0.743,1169.0,25.0,University of Arkansas,Fayetteville,AR,United States,collegescorecard.ed.gov
9412.0,17992.0,0.4118,922.0,16.0,University of Arkansas at Pine Bluff,Pine Bluff,AR,United States,collegescorecard.ed.gov
3336.0,5232.0,,,,Arkansas State University-Beebe,Beebe,AR,United States,collegescorecard.ed.gov
8090.0,14522.0,0.8226,1090.0,23.0,Arkansas State University,Jonesboro,AR,United States,collegescorecard.ed.gov
8674.0,14668.0,0.9589,1049.0,,Arkansas Tech University,Russellville,AR,United States,collegescorecard.ed.gov
9292.0,14857.0,,,,University of Arkansas at Monticello,Monticello,AR,United States,collegescorecard.ed.gov
,,,,,Arthur's Beauty College,Jacksonville,AR,United States,collegescorecard.ed.gov
13987.0,13987.0,0.9545,,,Baptist Health College Little Rock,Little Rock,AR,United States,collegescorecard.ed.gov
4776.0,7488.0,,,,Black River Technical College,Pocahontas,AR,United States,collegescorecard.ed.gov
10523.0,18023.0,0.8949,1118.0,23.0,University of Central Arkansas,Conway,AR,United States,collegescorecard.ed.gov
21330.0,21330.0,0.6346,1046.0,21.0,Central Baptist College,Conway,AR,United States,collegescorecard.ed.gov
4200.0,5070.0,,,,Cossatot Community College of the University of Arkansas,De Queen,AR,United States,collegescorecard.ed.gov
16670.0,16670.0,,,,Crowley's Ridge College,Paragould,AR,United States,collegescorecard.ed.gov
3300.0,4380.0,,,,University of Arkansas-East Arkansas Community College,Forrest City,AR,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Little Rock,North Little Rock,AR,United States,collegescorecard.ed.gov
5600.0,7280.0,,,,National Park College,Hot Springs,AR,United States,collegescorecard.ed.gov
3630.0,4662.0,,,,University of Arkansas Community College-Batesville,Batesville,AR,United States,collegescorecard.ed.gov
26262.0,26262.0,0.7052,1182.0,24.0,Harding University,Searcy,AR,United States,collegescorecard.ed.gov
8244.0,10620.0,,,21.0,Henderson State University,Arkadelphia,AR,United States,collegescorecard.ed.gov
38200.0,38200.0,0.5565,1282.0,28.0,Hendrix College,Conway,AR,United States,collegescorecard.ed.gov
,,,,,Hot Springs Beauty College,Hot Springs,AR,United States,collegescorecard.ed.gov
,,,,,Jefferson Regional School of Nursing,Pine Bluff,AR,United States,collegescorecard.ed.gov
31756.0,31756.0,0.7614,1195.0,26.0,John Brown University,Siloam Springs,AR,United States,collegescorecard.ed.gov
,,,,,Career Academy of Hair Design,Springdale,AR,United States,collegescorecard.ed.gov
,,,,,Academy of Salon and Spa,Fort Smith,AR,United States,collegescorecard.ed.gov
3216.0,4824.0,,,,Arkansas State University Mid-South,West Memphis,AR,United States,collegescorecard.ed.gov
2570.0,4250.0,,,,Arkansas Northeastern College,Blytheville,AR,United States,collegescorecard.ed.gov
,,,,,New Tyler Barber College Inc,North Little Rock,AR,United States,collegescorecard.ed.gov
3504.0,5592.0,,,,North Arkansas College,Harrison,AR,United States,collegescorecard.ed.gov
6277.0,6277.0,,,,Northwest Technical Institute,Springdale,AR,United States,collegescorecard.ed.gov
34500.0,34500.0,0.6752,1211.0,,Ouachita Baptist University,Arkadelphia,AR,United States,collegescorecard.ed.gov
3788.0,4388.0,,,,Arkansas State University Three Rivers,Malvern,AR,United States,collegescorecard.ed.gov
3820.0,6820.0,,,,Ozarka College,Melbourne,AR,United States,collegescorecard.ed.gov
25950.0,25950.0,0.5951,1105.0,21.0,University of the Ozarks,Clarksville,AR,United States,collegescorecard.ed.gov
3648.0,4728.0,1.0,1020.0,,University of Arkansas Community College-Morrilton,Morrilton,AR,United States,collegescorecard.ed.gov
13014.0,13014.0,,,,Philander Smith University,Little Rock,AR,United States,collegescorecard.ed.gov
3380.0,4550.0,,,,Phillips Community College of the University of Arkansas,Helena,AR,United States,collegescorecard.ed.gov
5200.0,8650.0,,,,Southeast Arkansas College,Pine Bluff,AR,United States,collegescorecard.ed.gov
,,,,,University of Aesthetics & Cosmetology,El Dorado,AR,United States,collegescorecard.ed.gov
6300.0,9450.0,,,,University of Arkansas-Pulaski Technical College,North Little Rock,AR,United States,collegescorecard.ed.gov
3880.0,5560.0,,,,University of Arkansas Hope-Texarkana,Hope,AR,United States,collegescorecard.ed.gov
3696.0,4272.0,,,,University of Arkansas Community College Rich Mountain,Mena,AR,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Arkansas,Fayetteville,AR,United States,collegescorecard.ed.gov
,,,,,Searcy Beauty College,Searcy,AR,United States,collegescorecard.ed.gov
6246.0,6246.0,,,,Shorter College,N Little Rock,AR,United States,collegescorecard.ed.gov
21070.0,21070.0,0.8342,980.0,22.0,Williams Baptist University,Walnut Ridge,AR,United States,collegescorecard.ed.gov
3324.0,5532.0,,,,South Arkansas College,El Dorado,AR,United States,collegescorecard.ed.gov
9960.0,15690.0,0.7533,1047.0,22.0,Southern Arkansas University Main Campus,Magnolia,AR,United States,collegescorecard.ed.gov
5040.0,6480.0,,,,Southern Arkansas University Tech,Camden,AR,United States,collegescorecard.ed.gov
,,,,,Velvatex College of Beauty Culture,Little Rock,AR,United States,collegescorecard.ed.gov
7334.0,12182.0,0.8046,1050.0,,University of Arkansas-Fort Smith,Fort Smith,AR,United States,collegescorecard.ed.gov
30736.0,30736.0,,,,Academy of Art University,San Francisco,CA,United States,collegescorecard.ed.gov
,,,,,Academy of Chinese Culture and Health Sciences,Oakland,CA,United States,collegescorecard.ed.gov
1258.0,9898.0,,,,College of Alameda,Alameda,CA,United States,collegescorecard.ed.gov
1156.0,9892.0,,,,Allan Hancock College,Santa Maria,CA,United States,collegescorecard.ed.gov
2856.0,2856.0,0.8889,,,Berkeley School of Theology,Berkeley,CA,United States,collegescorecard.ed.gov
,,,,,American Film Institute Conservatory,Los Angeles,CA,United States,collegescorecard.ed.gov
,,,,,American Beauty College,West Covina,CA,United States,collegescorecard.ed.gov
,,,,,American Career College-Los Angeles,Los Angeles,CA,United States,collegescorecard.ed.gov
1288.0,12616.0,,,,American River College,Sacramento,CA,United States,collegescorecard.ed.gov
1124.0,9548.0,,,,Antelope Valley Community College District,Lancaster,CA,United States,collegescorecard.ed.gov
54170.0,54170.0,0.7454,,,Art Center College of Design,Pasadena,CA,United States,collegescorecard.ed.gov
,,,,,Associated Technical College-Los Angeles,Los Angeles,CA,United States,collegescorecard.ed.gov
44458.0,44458.0,0.8843,1195.0,22.0,Azusa Pacific University,Azusa,CA,United States,collegescorecard.ed.gov
1430.0,11300.0,,,,Bakersfield College,Bakersfield,CA,United States,collegescorecard.ed.gov
1104.0,9744.0,,,,Barstow Community College,Barstow,CA,United States,collegescorecard.ed.gov
,,,,,Bellus Academy-Chula Vista,Chula Vista,CA,United States,collegescorecard.ed.gov
7220.0,7220.0,,,,Bethesda University,Anaheim,CA,United States,collegescorecard.ed.gov
48984.0,48984.0,0.7435,1261.0,26.0,Biola University,La Mirada,CA,United States,collegescorecard.ed.gov
,,,,,Brownson Technical School,Anaheim,CA,United States,collegescorecard.ed.gov
12219.0,12219.0,,,,Bryan University,Tempe,AZ,United States,collegescorecard.ed.gov
1356.0,9276.0,,,,Butte College,Oroville,CA,United States,collegescorecard.ed.gov
,,,,,California Institute of Integral Studies,San Francisco,CA,United States,collegescorecard.ed.gov
1270.0,9862.0,,,,Cabrillo College,Aptos,CA,United States,collegescorecard.ed.gov
41228.0,41228.0,0.8488,,,California Baptist University,Riverside,CA,United States,collegescorecard.ed.gov
60226.0,60226.0,0.911,,,California College of the Arts,San Francisco,CA,United States,collegescorecard.ed.gov
,,,,,University of California College of the Law-San Francisco,San Francisco,CA,United States,collegescorecard.ed.gov
65898.0,65898.0,0.0257,,,California Institute of Technology,Pasadena,CA,United States,collegescorecard.ed.gov
52560.0,52560.0,0.7567,1266.0,26.0,California Lutheran University,Thousand Oaks,CA,United States,collegescorecard.ed.gov
13596.0,34665.0,0.3132,,,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,United States,collegescorecard.ed.gov
14304.0,14304.0,0.0,,,Alliant International University-San Diego,San Diego,CA,United States,collegescorecard.ed.gov
8090.0,20690.0,0.9385,,,California State University-Bakersfield,Bakersfield,CA,United States,collegescorecard.ed.gov
8246.0,20846.0,0.9814,,,California State University-Stanislaus,Turlock,CA,United States,collegescorecard.ed.gov
8093.0,20693.0,0.9374,,,California State University-San Bernardino,San Bernardino,CA,United States,collegescorecard.ed.gov
7780.0,20380.0,0.7517,,,California State Polytechnic University-Pomona,Pomona,CA,United States,collegescorecard.ed.gov
8472.0,21072.0,0.9272,,,California State University-Chico,Chico,CA,United States,collegescorecard.ed.gov
7449.0,20049.0,0.933,,,California State University-Dominguez Hills,Carson,CA,United States,collegescorecard.ed.gov
7350.0,19950.0,0.9526,,,California State University-Fresno,Fresno,CA,United States,collegescorecard.ed.gov
7470.0,20070.0,0.9052,,,California State University-Fullerton,Fullerton,CA,United States,collegescorecard.ed.gov
7583.0,20183.0,0.9739,,,California State University-East Bay,Hayward,CA,United States,collegescorecard.ed.gov
7350.0,19950.0,0.4627,,,California State University-Long Beach,Long Beach,CA,United States,collegescorecard.ed.gov
7160.0,19760.0,0.9125,,,California State University-Los Angeles,Los Angeles,CA,United States,collegescorecard.ed.gov
7458.0,20058.0,0.9345,,,California State University-Northridge,Northridge,CA,United States,collegescorecard.ed.gov
8018.0,20618.0,0.9399,,,California State University-Sacramento,Sacramento,CA,United States,collegescorecard.ed.gov
16347.0,50547.0,0.1098,,,University of California-Berkeley,Berkeley,CA,United States,collegescorecard.ed.gov
16774.0,50974.0,0.4183,,,University of California-Davis,Davis,CA,United States,collegescorecard.ed.gov
15722.0,49922.0,0.2857,,,University of California-Irvine,Irvine,CA,United States,collegescorecard.ed.gov
15203.0,49403.0,0.0897,,,University of California-Los Angeles,Los Angeles,CA,United States,collegescorecard.ed.gov
15606.0,49806.0,0.7639,,,University of California-Riverside,Riverside,CA,United States,collegescorecard.ed.gov
16758.0,50958.0,0.2671,,,University of California-San Diego,La Jolla,CA,United States,collegescorecard.ed.gov
,,,,,University of California-San Francisco,San Francisco,CA,United States,collegescorecard.ed.gov
16414.0,50614.0,0.3297,,,University of California-Santa Barbara,Santa Barbara,CA,United States,collegescorecard.ed.gov
16005.0,50205.0,0.6579,,,University of California-Santa Cruz,Santa Cruz,CA,United States,collegescorecard.ed.gov
,,,,,Sofia University,Palo Alto,CA,United States,collegescorecard.ed.gov
,,,,,California Beauty College,Modesto,CA,United States,collegescorecard.ed.gov
7010.0,7010.0,,,,Haven University,Garden Grove,CA,United States,collegescorecard.ed.gov
,,,,,California Hair Design Academy,La Mesa,CA,United States,collegescorecard.ed.gov
58996.0,58996.0,0.3234,,,California Institute of the Arts,Valencia,CA,United States,collegescorecard.ed.gov
9944.0,22544.0,0.9501,,,Cal Poly Maritime Academy,Vallejo,CA,United States,collegescorecard.ed.gov
,,,,,California Western School of Law,San Diego,CA,United States,collegescorecard.ed.gov
1332.0,11384.0,,,,Canada College,Redwood City,CA,United States,collegescorecard.ed.gov
1166.0,10958.0,,,,College of the Canyons,Santa Clarita,CA,United States,collegescorecard.ed.gov
,,,,,Career Academy of Beauty,Garden Grove,CA,United States,collegescorecard.ed.gov
,,0.4255,,,Casa Loma College-Los Angeles,Sherman Oaks,CA,United States,collegescorecard.ed.gov
,,,,,CET-San Diego,San Diego,CA,United States,collegescorecard.ed.gov
,,,,,CET-San Jose,San Jose,CA,United States,collegescorecard.ed.gov
,,,,,CET-El Centro,El Centro,CA,United States,collegescorecard.ed.gov
,,,,,CET-Colton,Colton,CA,United States,collegescorecard.ed.gov
,,,,,CET-Watsonville,Watsonville,CA,United States,collegescorecard.ed.gov
,,,,,CET-Salinas,Salinas,CA,United States,collegescorecard.ed.gov
1364.0,12004.0,,,,Cerritos College,Norwalk,CA,United States,collegescorecard.ed.gov
1384.0,11254.0,,,,Cerro Coso Community College,Ridgecrest,CA,United States,collegescorecard.ed.gov
1150.0,8686.0,,,,Chabot College,Hayward,CA,United States,collegescorecard.ed.gov
1184.0,11120.0,,,,Chaffey College,Rancho Cucamonga,CA,United States,collegescorecard.ed.gov
64984.0,64984.0,0.6543,1357.0,29.0,Chapman University,Orange,CA,United States,collegescorecard.ed.gov
23000.0,23000.0,0.3874,,,Charles R Drew University of Medicine and Science,Los Angeles,CA,United States,collegescorecard.ed.gov
43480.0,43480.0,0.6599,,25.0,Concordia University-Irvine,Irvine,CA,United States,collegescorecard.ed.gov
28012.0,28012.0,0.3081,,,San Diego Christian College,Santee,CA,United States,collegescorecard.ed.gov
,,,,,Church Divinity School of the Pacific,Berkeley,CA,United States,collegescorecard.ed.gov
1204.0,10636.0,,,,Citrus College,Glendora,CA,United States,collegescorecard.ed.gov
,,,,,Citrus Heights Beauty College,Citrus Heights,CA,United States,collegescorecard.ed.gov
1696.0,14656.0,,,,City College of San Francisco,San Francisco,CA,United States,collegescorecard.ed.gov
,,,,,Claremont Graduate University,Claremont,CA,United States,collegescorecard.ed.gov
67980.0,67980.0,0.0959,1527.0,34.0,Claremont McKenna College,Claremont,CA,United States,collegescorecard.ed.gov
,,,,,Milan Institute-Visalia,Visalia,CA,United States,collegescorecard.ed.gov
,,,,,Clovis Adult Education,Clovis,CA,United States,collegescorecard.ed.gov
1364.0,11612.0,,,,Coastline Community College,Fountain Valley,CA,United States,collegescorecard.ed.gov
22480.0,22480.0,0.5118,,,University of Silicon Valley,San Jose,CA,United States,collegescorecard.ed.gov
,,,,,Coba Academy,Anaheim,CA,United States,collegescorecard.ed.gov
,,,,,Western University of Health Sciences,Pomona,CA,United States,collegescorecard.ed.gov
1282.0,9264.0,,,,Columbia College,Sonora,CA,United States,collegescorecard.ed.gov
25186.0,25186.0,,,,California College of ASU,Los Angeles,CA,United States,collegescorecard.ed.gov
1142.0,8822.0,,,,Compton College,Compton,CA,United States,collegescorecard.ed.gov
1312.0,10320.0,,,,Contra Costa College,San Pablo,CA,United States,collegescorecard.ed.gov
1288.0,12616.0,,,,Cosumnes River College,Sacramento,CA,United States,collegescorecard.ed.gov
1188.0,14556.0,,,,Crafton Hills College,Yucaipa,CA,United States,collegescorecard.ed.gov
1350.0,11010.0,,,,Cuesta College,San Luis Obispo,CA,United States,collegescorecard.ed.gov
1346.0,11314.0,,,,Cuyamaca College,El Cajon,CA,United States,collegescorecard.ed.gov
1150.0,12379.0,,,,Cypress College,Cypress,CA,United States,collegescorecard.ed.gov
1571.0,12596.0,,,,De Anza College,Cupertino,CA,United States,collegescorecard.ed.gov
,,,,,International School of Beauty Inc,Palm Desert,CA,United States,collegescorecard.ed.gov
1326.0,10174.0,,,,College of the Desert,Palm Desert,CA,United States,collegescorecard.ed.gov
29300.0,29300.0,1.0,,,Design Institute of San Diego,San Diego,CA,United States,collegescorecard.ed.gov
1312.0,10320.0,,,,Diablo Valley College,Pleasant Hill,CA,United States,collegescorecard.ed.gov
52161.0,52161.0,0.835,1290.0,23.0,Dominican University of California,San Rafael,CA,United States,collegescorecard.ed.gov
,,,,,Dominican School of Philosophy & Theology,Berkeley,CA,United States,collegescorecard.ed.gov
1238.0,10572.0,,,,East Los Angeles College,Monterey Park,CA,United States,collegescorecard.ed.gov
1144.0,7630.0,,,,El Camino Community College District,Torrance,CA,United States,collegescorecard.ed.gov
1366.0,8718.0,,,,Evergreen Valley College,San Jose,CA,United States,collegescorecard.ed.gov
1465.0,10435.0,,,,Feather River Community College District,Quincy,CA,United States,collegescorecard.ed.gov
,,,,,Federico Beauty Institute,Sacramento,CA,United States,collegescorecard.ed.gov
,,,,,Fielding Graduate University,Santa Barbara,CA,United States,collegescorecard.ed.gov
,,,,,Five Branches University,Santa Cruz,CA,United States,collegescorecard.ed.gov
,,,,,Redondo Beach Beauty College,Torrance,CA,United States,collegescorecard.ed.gov
1565.0,12590.0,,,,Foothill College,Los Altos Hills,CA,United States,collegescorecard.ed.gov
,,,,,Franciscan School of Theology,San Diego,CA,United States,collegescorecard.ed.gov
,,,,,Fredrick and Charles Beauty College,Eureka,CA,United States,collegescorecard.ed.gov
1334.0,10154.0,,,,Fresno City College,Fresno,CA,United States,collegescorecard.ed.gov
36660.0,36660.0,0.6407,,21.0,Fresno Pacific University,Fresno,CA,United States,collegescorecard.ed.gov
,,,,,Fuller Theological Seminary,Pasadena,CA,United States,collegescorecard.ed.gov
1150.0,12379.0,,,,Fullerton College,Fullerton,CA,United States,collegescorecard.ed.gov
1508.0,12249.0,,,,Gavilan College,Gilroy,CA,United States,collegescorecard.ed.gov
,,,,,Gemological Institute of America-Carlsbad,Carlsbad,CA,United States,collegescorecard.ed.gov
1191.0,10935.0,,,,Glendale Community College,Glendale,CA,United States,collegescorecard.ed.gov
,,,,,Glendale Career College,Glendale,CA,United States,collegescorecard.ed.gov
,,,,,Golden Gate University,San Francisco,CA,United States,collegescorecard.ed.gov
1380.0,11628.0,,,,Golden West College,Huntington Beach,CA,United States,collegescorecard.ed.gov
,,,,,Graduate Theological Union,Berkeley,CA,United States,collegescorecard.ed.gov
1332.0,10628.0,,,,Grossmont College,El Cajon,CA,United States,collegescorecard.ed.gov
